VV,VH,smap_am,soil_moisture
-7.958160357000001,-14.43200605,0.206177160144,0.307
-5.839791049,-18.10281649,0.169687598944,0.317
-8.996210077,-15.42929393,0.18657939136,0.11599999999999999
-9.907426034,-16.60762531,0.115869879723,0.278
-10.69,-16.72,0.176543772221,0.0
-6.556318058,-14.20601925,0.34451121091799997,0.23
-8.140701594,-14.20896742,0.522607088089,0.34
-12.4235469,-18.91763416,0.0939992144704,0.27699999999999997
-15.68186564,-23.74042433,0.0849609673023,0.395
-11.08078397,-17.97748424,0.0,0.28800000000000003
-14.480507999999999,-22.26196919,0.150332167745,0.003
-6.359720704,-11.25016192,0.41781520843500003,0.085
-6.359720704,-11.25016192,0.41781520843500003,0.091
-8.388417868,-15.19118139,0.11380469799000001,0.353
-8.22888535,-14.647110500000002,0.306048184633,0.256
-7.568222327000001,-16.71374835,0.17100422084300002,0.209
-6.686202089,-12.60068995,0.0882680267096,0.124
-7.2168996210000005,-14.31895237,0.185006737709,0.239
-11.08191318,-17.97324458,0.141997560859,0.085
-8.378660373999999,-14.99158867,0.270293474197,0.376
-11.08191318,-17.97324458,0.11172821372700001,0.359
-9.145890754,-15.16871015,0.170650243759,0.41
-9.306758692,-16.65862884,0.102127328515,0.217
-8.823468978,-16.55772584,0.0998938828707,0.355
-8.893011774,-14.72902832,0.0,0.327
-5.8343448979999994,-13.59525775,0.102974355221,0.34600000000000003
-7.715141065,-13.96892703,0.522607088089,0.313
-7.32390076,-13.40621366,0.596228122711,0.239
-8.876669027,-16.09503317,0.06512475013730001,0.36200000000000004
-9.908001613,-16.557199100000002,0.319248348475,0.022000000000000002
-13.00086609,-20.21670376,0.33361274004,0.16399999999999998
-8.872694876,-16.44574763,0.10479582101099999,0.261
-14.75035566,-22.64786954,0.16217821836500002,0.048
-11.75971118,-19.67551549,0.268428176641,0.063
-5.523200757000001,-15.39257922,0.0677106231451,0.418
-12.34896426,-20.51374674,0.07943015545610001,0.242
-5.58,-13.38,0.177409157157,0.027999999999999997
-11.88997268,-20.84758108,0.111392475665,0.38299999999999995
-11.97824423,-19.87208754,0.07520935684439999,0.19899999999999998
-10.65888205,-18.3067023,0.12899975478599998,0.059000000000000004
-6.834546621,-14.16218165,0.058964304626000004,0.05
-9.014480278999999,-15.38270318,0.406756728888,0.20800000000000002
-9.552379961,-15.82329565,0.115788295865,0.358
-7.13818469,-14.02102306,0.120960637927,0.057
-6.327739325,-12.30085986,0.310219138861,0.247
-10.23,-16.35,0.07856197655199999,0.12
-10.66938753,-16.38470704,0.120558038354,0.321
-8.28574815,-13.64602584,0.10226920247099999,0.18
-2.70502535,-9.86014172,0.198262453079,0.366
-8.64022442,-17.01697585,0.207050308585,0.121
-10.9690888,-17.43417191,0.16605316102499998,0.23199999999999998
-2.637079031,-16.90375834,0.158561736345,0.306
-7.851745597000001,-15.97672301,0.0,0.287
-11.59799551,-17.99794008,0.12193334847699999,0.081
-5.573549894,-13.04791918,0.158443391323,0.405
-7.879615451,-14.21503028,0.270803868771,0.377
-11.59799551,-17.99794008,0.103476658463,0.355
-10.23784501,-15.65212811,0.17582629620999998,0.41
-10.25297998,-17.52261636,0.107902407646,0.209
-11.60395854,-18.56021597,0.106235176325,0.355
-11.29198201,-17.61824668,0.0,0.36
-6.0987365460000005,-14.84242885,0.165523663163,0.405
-10.24950492,-16.92860195,0.125463634729,0.125
-11.66775515,-19.3463062,0.167688503861,0.168
-8.850308118,-15.01654743,0.206948116422,0.0
-8.475550424,-15.54691434,0.325777620077,0.231
-10.21176603,-17.48707669,0.0666168853641,0.359
-8.001305227000001,-13.42576726,0.33935767412199996,0.255
-11.54843367,-18.11768756,0.18228568136700002,0.177
-9.22667417,-16.96123896,0.194818466902,0.513
-12.16280987,-19.07884215,0.10119020938899999,0.142
-11.62505775,-18.09835587,0.346342206001,0.27399999999999997
-10.98334461,-17.34183451,0.10343351960200001,0.258
-8.39,-14.61,0.277492672205,0.22699999999999998
-10.65714297,-18.30345115,0.0573590025306,0.239
-2.0887188830000003,-8.657257337999999,0.066875398159,0.474
-6.086975894,-15.20578345,0.06741806119680001,0.485
-11.73202942,-19.42509152,0.08134291321039999,0.24
-12.6067259,-21.16726965,0.102511249483,0.40700000000000003
-12.65246277,-20.61577058,0.07093772292139999,0.19699999999999998
-5.29765782,-12.77335644,0.059359371662099994,0.044000000000000004
-16.46328807,-24.26917646,0.135684490204,0.235
-16.46328807,-24.26917646,0.135684490204,0.41600000000000004
-15.18470685,-24.00669239,0.0740279331803,0.315
-7.280579297,-13.80937731,0.11431749165100001,0.35200000000000004
-6.966047056,-16.25684028,0.100571557879,0.40700000000000003
-5.254581917,-14.96300608,0.132367059588,0.07400000000000001
-6.807631582000001,-15.61291912,0.10523480922,0.21
-12.03482287,-22.26024819,0.177016213536,0.09300000000000001
-9.36,-16.03,0.0983831658959,0.132
-7.709339266000001,-15.0118751,0.347164601088,0.28
-8.910907814,-15.0641655,0.317776203156,0.049
-6.231548856,-11.9085758,0.0664104670286,0.44799999999999995
-7.376400655,-15.55716922,0.054201658815099994,0.07400000000000001
-8.827355134,-15.00289056,0.36574628949199994,0.42
-8.655681989,-14.66509403,0.36825144290899997,0.298
-11.04032735,-20.61982395,0.17128513753400001,0.0
-8.851474199,-15.23786511,0.258900791407,0.273
-11.67681877,-20.09855443,0.400606900454,0.424
-16.6924269,-25.64152265,0.134845405817,0.22899999999999998
-16.6924269,-25.64152265,0.134845405817,0.366
-8.377158883,-14.98392045,0.41928589344000006,0.135
-3.122939622,-9.257875226,0.0752240717411,0.294
-7.8123617460000006,-14.09051815,0.30464318394699996,0.134
-12.74180482,-21.16702927,0.0533135272563,0.303
-9.317916333,-17.92868559,0.08876479417089998,0.023
-13.4875645,-20.58103248,0.08524543046949999,0.062
-11.95859535,-18.72549025,0.07478547841310001,0.122
-9.088446716,-15.03699043,0.311361312866,0.307
-9.088446716,-15.03699043,0.311361312866,0.254
-9.261751087,-16.11981635,0.319911241531,0.05
-15.21270135,-23.65,0.0649602860212,0.27899999999999997
-11.09902247,-19.46813623,0.07607563585039999,0.183
-7.575385632000001,-13.49249494,0.225818216801,0.0
-9.541432124,-18.64759594,0.306331843138,0.32899999999999996
-7.616590025,-13.17350341,0.596228122711,0.184
-10.840518099999999,-17.09252155,0.265293121338,0.01
-10.43299783,-18.36459219,0.0882384032011,0.023
-10.86251269,-17.06740765,0.114724710584,0.38
-14.045071300000002,-22.25731739,0.13893309235600002,0.0
-10.72361291,-17.51701466,0.14555621147199999,0.276
-8.979768487000001,-14.68790815,0.142598599195,0.318
-8.979768487000001,-14.68790815,0.13789600133899999,0.22
-7.842888781,-13.45097436,0.596228122711,0.182
-13.57362085,-17.84788663,0.257312059402,0.04
-12.36819343,-20.24945982,0.133644089103,0.228
-8.114544479,-15.2446546,0.107808955014,0.366
-11.86367972,-18.78984816,0.123839437962,0.027000000000000003
-13.47874322,-22.75497855,0.07497109472749999,0.111
-7.658650983999999,-14.389893599999999,0.112601906061,0.364
-8.774716079,-14.46267337,0.345602214336,0.19
-8.553466712999999,-14.27585968,0.13783435523499998,0.27699999999999997
-11.10102916,-17.06746353,0.0738774761558,0.095
-6.926291765,-17.27993493,0.137169107795,0.313
-8.856924667000001,-16.60446071,0.14441268146,0.355
-8.463983364,-15.29534754,0.179085537791,0.33299999999999996
-9.814977977,-16.31816714,0.205897539854,0.094
-7.275978079,-13.26115933,0.21609210968000003,0.171
-6.380332567999999,-13.05261357,0.163450822234,0.174
-7.04,-14.14,0.0965942069888,0.212
-10.69018336,-18.16988894,0.156343623996,0.322
-7.865080739,-15.12581927,0.163767680526,0.069
-14.39500391,-21.21496715,0.149027213454,0.313
-9.411873619,-16.33168004,0.143973976374,0.284
-11.18301883,-17.34996353,0.153296366334,0.049
-2.4356840159999997,-9.619551242,0.132275655866,0.335
-8.9045332,-15.259032699999999,0.144886776805,0.24
